T,E,C,target,R_adjusted_predicted
25,0.3335,0.550383544,0.267268758,0.2677694268283065
37,0.3343,0.576977936,0.272600412,0.2709564418204226
37,0.3364,0.572542905,0.2727649,0.2712093231587426
19,0.3379,0.563557971,0.264270166,0.26487340845892804
13,0.3382,0.557287963,0.261494503,0.261954366872319
37,0.3384,0.49138498,0.27441098,0.27427518216474256
49,0.3412,0.469979858,0.280746776,0.27840130166570404
25,0.3415,0.507906696,0.268390631,0.2696721366868665
25,0.3419,0.59799033,0.266661611,0.2663814136463865
37,0.3421,0.633795767,0.271792476,0.2692044770661026
37,0.3423,0.55187696,0.273385892,0.2722211096591426
37,0.3428,0.478840371,0.274818583,0.27492444820722256
31,0.3431,0.59334338,0.269704785,0.26881264203521177
31,0.3435,0.521400854,0.271112551,0.27147151958993176
19,0.3436,0.53887625,0.264961414,0.26602408025404806
49,0.3438,0.581220676,0.27869053,0.2744280008287441
25,0.3453,0.492771965,0.268825913,0.2703907900091865
49,0.3455,0.606893202,0.278257166,0.27355818467402404
25,0.346,0.678344054,0.265259493,0.2636065919011065
37,0.3461,0.555728026,0.273453614,0.2722426045156226
31,0.3478,0.604418095,0.269666356,0.26860746750041176
19,0.3482,0.553984217,0.264841158,0.26566651770580807
25,0.35,0.648363509,0.265989674,0.2648789575135065
37,0.3509,0.52383998,0.274250678,0.2736193095647426
25,0.3509,0.581399844,0.267319772,0.2673764462923065
25,0.3517,0.580973088,0.267357987,0.2674264127726265
25,0.3518,0.669650163,0.265644965,0.2641744775786265
37,0.3519,0.511864139,0.274519969,0.27410193244626263
25,0.3523,0.531196606,0.268344112,0.2692799271916665
25,0.3525,0.5840367,0.267328629,0.2673482129399865
25,0.3539,0.517699217,0.268665324,0.2698441433157465
25,0.3539,0.491410484,0.269174268,0.27080946559150654
25,0.3553,0.507687364,0.268911569,0.27027179655790645
37,0.3568,0.579572749,0.27339261,0.2718257352870626
25,0.3584,0.463348169,0.269886034,0.2720328287983065
25,0.3587,0.573514287,0.267764478,0.2680003899453465
19,0.3594,0.616534393,0.264049547,0.26384981924308804
19,0.3594,0.675504297,0.262907905,0.26168444436820804
37,0.3594,0.516941232,0.274702489,0.27423702659130256
25,0.3599,0.533839288,0.268577506,0.26950869990862647
37,0.3602,0.47388474,0.275566005,0.27585235697754257
19,0.3603,0.52564725,0.265842797,0.2672257781340481
25,0.3607,0.551202446,0.268271312,0.2689054207468665
31,0.3614,0.512416329,0.271956692,0.27256880434793174
36,0.3632,0.571266135,0.273308336,0.2721020186312624
25,0.3637,0.584648283,0.267736134,0.2678058996122265
37,0.364,0.567284157,0.273900093,0.2725856363853026
37,0.3659,0.515669367,0.274970481,0.2745623844741026
37,0.366,0.558929261,0.274136725,0.2729781681664226
25,0.3666,0.631762604,0.266932592,0.2662001847451065
25,0.3668,0.538405415,0.268747453,0.2696368347251865
37,0.3673,0.479528058,0.275722586,0.2759495113405826
25,0.3685,0.605641862,0.267509422,0.2672407913913465
37,0.3692,0.570887223,0.274025034,0.2726762558017826
13,0.3692,0.562956441,0.262545449,0.263075190360159
37,0.3695,0.557550121,0.27429447,0.27317885518722257
37,0.3695,0.512093551,0.275174498,0.2748480204376226
25,0.3698,0.582100531,0.268013851,0.2681609600656665
25,0.3709,0.48927319,0.26985215,0.27161673702718653
37,0.3712,0.463473457,0.276179421,0.2767062292893026
37,0.3718,0.53681512,0.27478201,0.2740388454239426
25,0.3719,0.53834028,0.268939665,0.2698578634823865
19,0.372,0.515795525,0.266471589,0.26808911247604805
31,0.3727,0.577702822,0.27111585,0.2706559153249718
19,0.3735,0.594498456,0.265004082,0.26526344584972805
37,0.3737,0.485907725,0.275838703,0.2759896179683426
37,0.3744,0.499049276,0.275610495,0.2755370692156226
37,0.3755,0.549662492,0.274671821,0.2737257089241026
25,0.3756,0.563165014,0.268597598,0.2691049182499065
37,0.376,0.523451747,0.275197975,0.27470960248050263
37,0.3772,0.526590667,0.275182136,0.2746457853381026
37,0.3788,0.623083315,0.273373969,0.27117116730354257
25,0.3803,0.610634742,0.267854571,0.2675633188377465
31,0.381,0.527504597,0.27239844,0.27285501514697175
13,0.3823,0.50360821,0.264184899,0.2658160544024789
19,0.384,0.588636196,0.26551071,0.26592884303692804
25,0.384,0.673101562,0.266783762,0.2654281562073465
37,0.3845,0.561923841,0.274771418,0.2736613021888226
25,0.3849,0.591156288,0.2684039,0.2684757696686265
37,0.3865,0.622049597,0.273682281,0.2715392244285026
37,0.3867,0.555658995,0.274975075,0.2739856613339426
13,0.3886,0.615905006,0.262246742,0.26196259705335895
25,0.3898,0.63540363,0.267730745,0.2670610702703865
25,0.3898,0.529455374,0.269781877,0.27095149023070647
25,0.3902,0.592507207,0.268576186,0.2686533749229465
37,0.3911,0.576498968,0.274736361,0.2734090455253826
19,0.3912,0.54458805,0.26663305,0.26785495495804806
37,0.3923,0.546968658,0.27535299,0.2745448425085826
25,0.3925,0.621507699,0.268100859,0.26768707785670653
37,0.3935,0.516296453,0.275991726,0.2757225698761826
37,0.3944,0.651270525,0.273412359,0.2708049049523426
37,0.396,0.413911024,0.278067486,0.2795893378290626
37,0.3973,0.607249864,0.274373168,0.2725456666242626
19,0.398,0.502601918,0.267700493,0.269688201725088
55,0.3983,0.523809732,0.284750833,0.28025168139412354
25,0.399,0.580973088,0.269128969,0.2694541637726265
31,0.3995,0.680597587,0.270127265,0.2680265355541718
25,0.3996,0.552086493,0.269710671,0.2705406015410265
25,0.4003,0.609885456,0.268617906,0.2684482326196665
37,0.4004,0.624495184,0.274155372,0.27204531547386257
25,0.4006,0.5840367,0.269129564,0.2694102599399865
25,0.4007,0.648413299,0.267886994,0.2670506382247065
37,0.4015,0.621093988,0.274262404,0.2722173643909826
25,0.4019,0.441637768,0.271935046,0.2746948797230265
37,0.402,0.464680787,0.277309245,0.2779822921317026
21,0.4021,0.552605059,0.267855381,0.26894690263519366
37,0.4023,0.598692029,0.274726053,0.2730742603254626
25,0.4025,0.57178364,0.269437919,0.2699416453031865
25,0.4036,0.676515587,0.267451521,0.26614304520934645
37,0.4045,0.587959824,0.275016197,0.2735626608930626
37,0.4048,0.555728026,0.275651429,0.27475907351562256
37,0.4051,0.556961687,0.275638778,0.2747266344837026
25,0.4056,0.650796578,0.268024317,0.2671731872198265
25,0.4062,0.586529658,0.269290974,0.26955879052222653
37,0.4084,0.59840876,0.27495993,0.27334616896314257
37,0.4091,0.645697419,0.274070643,0.2716397384046626
25,0.4093,0.627638364,0.268611188,0.2681821758379065
25,0.4094,0.549622292,0.270125304,0.2710512130017465
37,0.4106,0.53944712,0.276183784,0.2756055543839426
25,0.4121,0.53718877,0.270467106,0.2716235209295865
31,0.4123,0.646230451,0.271271855,0.26983723278809174
25,0.4124,0.531751419,0.270583604,0.2718360414583065
19,0.413,0.619749601,0.265994165,0.26602958880532807
37,0.4139,0.629383541,0.274566194,0.2724445600048226
25,0.414,0.520916364,0.270853274,0.2723024966779065
25,0.4148,0.609949418,0.26915957,0.2690674989350265
37,0.4151,0.453188008,0.278022226,0.2789659039765826
49,0.4151,0.502454883,0.282884993,0.28037691174770407
37,0.4152,0.653893018,0.274140371,0.2716003030093826
25,0.4158,0.532838634,0.270689857,0.2719418769235065
31,0.4158,0.450249202,0.275197048,0.27718370925137176
25,0.416,0.614658948,0.269113324,0.26894600899342647
19,0.4165,0.533414835,0.26779663,0.26934984641284804
37,0.4175,0.478781434,0.277616603,0.2781290013738626
37,0.418,0.578874484,0.275697547,0.2744750195778626
37,0.4184,0.647177287,0.274390199,0.2719840886517026
25,0.4191,0.635530634,0.268825322,0.2683124976835065
37,0.4193,0.613244636,0.275080824,0.27326867859642257
25,0.4194,0.59794512,0.269564201,0.2697054987575865
25,0.4197,0.681305726,0.267961592,0.2666573583052665
25,0.4211,0.615212354,0.269293562,0.2691443249251065
37,0.4212,0.416998728,0.278951234,0.2805562813381826
37,0.4216,0.633652706,0.274771844,0.2726178952660226
13,0.4217,0.629700743,0.263218973,0.26287501459071894
49,0.422,0.484632836,0.28348837,0.28132714031354406
13,0.423,0.555211544,0.264709739,0.265665988977999
37,0.424,0.555901166,0.276366954,0.2755758198148226
31,0.4251,0.576367241,0.27310364,0.27295134585929176
13,0.426,0.531889257,0.265273578,0.26665099335663894
61,0.4262,0.609436769,0.287046013,0.2795643018753177
25,0.4266,0.47440262,0.272225531,0.2745506433575865
25,0.4271,0.536010065,0.271051547,0.27230985297718646
13,0.4274,0.641315924,0.263207523,0.26269286414439896
37,0.4277,0.465368461,0.278258178,0.2790587997424226
25,0.4286,0.520916364,0.27139992,0.27292839867790647
37,0.4297,0.593878277,0.275845143,0.27442565929890256
25,0.4298,0.657461004,0.268801379,0.26796592349710646
31,0.4303,0.589880617,0.27303672,0.2726780586925718
31,0.4308,0.565574359,0.273526004,0.2735920194863317
25,0.4311,0.507795791,0.271747535,0.27351736111846653
31,0.4312,0.55956251,0.273657369,0.27382992258161176
19,0.4322,0.551832238,0.268027905,0.26934661837468804
37,0.4327,0.509166751,0.277597461,0.2776648765336226
31,0.4334,0.567650779,0.273583153,0.27362723534393174
31,0.4354,0.544761087,0.274101175,0.27455348483417175
61,0.4355,0.50605931,0.28939558,0.28375901316979774
37,0.4361,0.571335167,0.276521197,0.2755278102981026
37,0.4366,0.561923841,0.276722119,0.2758948291888226
37,0.4367,0.646905271,0.275080644,0.2727785980792226
25,0.4368,0.512098104,0.271877659,0.2736037391851065
49,0.4385,0.606300488,0.281750699,0.27756685913210405
37,0.4388,0.443837377,0.279090615,0.2803252781469026
25,0.4396,0.526760282,0.271698639,0.2731853800089465
31,0.4398,0.645805441,0.272309724,0.2710317641552918
25,0.4398,0.641728877,0.269480364,0.2689723072005465
37,0.4404,0.591613023,0.276289621,0.27496754842578264
37,0.4406,0.527515234,0.277538027,0.27732979323786255
31,0.4408,0.497657338,0.275215276,0.27651463249745173
37,0.441,0.571318519,0.276704983,0.2757384846126626
43,0.4411,0.587841629,0.279297125,0.2768340824541537
19,0.4423,0.615492035,0.267173626,0.26744201762884806
37,0.4428,0.483935221,0.278464096,0.2790243653152226
37,0.4429,0.561923841,0.276958,0.2761649101888226
19,0.4432,0.64910595,0.266556566,0.26624629767004804
31,0.4438,0.480319781,0.275663251,0.2772798775904918
13,0.4446,0.613464214,0.264390718,0.2644529429355989
37,0.4446,0.538035781,0.277484118,0.2771149587520226
13,0.4452,0.668756463,0.263342739,0.26244833355231895
25,0.4466,0.684449733,0.268907901,0.2676951133682265
37,0.4466,0.656300227,0.27526943,0.2728580282949026
49,0.4466,0.472837075,0.284637793,0.282814882657464
37,0.4467,0.442733729,0.279407769,0.2807044771014626
31,0.4471,0.63279331,0.272834958,0.2718225206056118
19,0.4475,0.597278369,0.267720933,0.26833374744436805
25,0.4481,0.599793898,0.270602979,0.27086798062942646
19,0.4482,0.64354685,0.266851396,0.266664777822048
37,0.4482,0.503130103,0.278294672,0.2785510272481826
37,0.449,0.460433923,0.279151213,0.2801531269777826
25,0.4496,0.540173044,0.271813386,0.2731215633883065
25,0.4505,0.544761087,0.27175826,0.2729916734493465
37,0.4508,0.612755201,0.276269705,0.2746370556496226
25,0.4518,0.548390256,0.271736674,0.2729141413636665
13,0.4522,0.570126943,0.265514272,0.2663700995267189
37,0.4523,0.502595089,0.27845854,0.2787464399622626
37,0.4525,0.565194108,0.277254127,0.2764563779845826
25,0.4528,0.549622292,0.271750264,0.2729117710017465
37,0.453,0.61701325,0.276269642,0.2745750140903426
37,0.453,0.551629627,0.277535453,0.2769759007269026
37,0.4534,0.498872537,0.278571793,0.2789302890717026
37,0.4535,0.634709037,0.275945777,0.2739466597917026
37,0.4536,0.550049102,0.277588516,0.2770596596049026
25,0.4547,0.590990338,0.271020528,0.27147418935262646
25,0.4549,0.557246561,0.271681287,0.27272183484406654
31,0.4549,0.525173931,0.275210486,0.2761086902024918
37,0.4558,0.51730918,0.278304724,0.2783561835407426
19,0.4572,0.675343293,0.266572798,0.26588304243508804
49,0.4574,0.455351134,0.285380685,0.28391996241098405
25,0.4577,0.525487652,0.272400968,0.2740080579825465
25,0.4579,0.578432975,0.271383448,0.2720724797219865
25,0.4587,0.546677956,0.27202817,0.27327282001966646
37,0.4589,0.52485346,0.278274737,0.2782120545791426
49,0.4594,0.454853586,0.2854652,0.28402397237354404
19,0.4617,0.625334245,0.267709448,0.267912289677648
31,0.4619,0.531196606,0.275355979,0.2761876275764918
37,0.462,0.47148939,0.279423921,0.28030448022954263
37,0.4622,0.502061926,0.278839533,0.27919043070762256
49,0.4628,0.555111503,0.283651533,0.28048825966130403
37,0.4635,0.613244636,0.276735737,0.27516353259642257
25,0.4636,0.553106268,0.272087183,0.2732468354030265
31,0.4642,0.640263801,0.273330581,0.27228128117609174
31,0.4649,0.588533795,0.27435827,0.2742108159964117
25,0.4656,0.540697376,0.272402299,0.27378822991726653
25,0.4671,0.567650779,0.27193665,0.2728628059591065
49,0.4673,0.528061687,0.284343697,0.28167444390482405
37,0.4682,0.529669918,0.278529698,0.2784338852413826
37,0.4682,0.59969207,0.277174086,0.2758626718199426
49,0.4692,0.5726286,0.283552032,0.28011939985946405
25,0.4693,0.498799386,0.273351967,0.2754853431100665
37,0.4694,0.571076348,0.277773009,0.2769648851317826
49,0.4698,0.498201545,0.285015386,0.28287808331906406
49,0.4705,0.516587271,0.284685652,0.28223296846034407
25,0.4707,0.659700564,0.270289379,0.26963706985390645
31,0.4709,0.625586964,0.273865579,0.27310744363073175
31,0.471,0.585231735,0.27465059,0.27459357463961176
25,0.4715,0.5020331,0.273371735,0.2754609151319865
49,0.4716,0.566269856,0.283764995,0.2804557809391441
25,0.4728,0.551290274,0.272466802,0.2737079227027065
25,0.4729,0.550383544,0.2724881,0.2737455048283065
49,0.4733,0.432645118,0.286415587,0.2854353603185041
31,0.4738,0.596568743,0.274535944,0.27429731570585175
37,0.4738,0.523773591,0.278853521,0.2788904703688226
37,0.4741,0.478210983,0.279746835,0.2805763903345826
37,0.4749,0.523704559,0.278896043,0.27894016222386264
49,0.476,0.440744295,0.286359881,0.28525370753906404
37,0.476,0.535813865,0.278702796,0.2785426655075426
25,0.4765,0.585116569,0.271950467,0.2726244401503065
25,0.4766,0.583615417,0.271983273,0.2726838494517465
25,0.4767,0.575686749,0.272140514,0.27297927714070647
25,0.4772,0.575739463,0.272158214,0.2729987764826265
49,0.4778,0.564032359,0.284040449,0.28080373582898405
37,0.4779,0.580816101,0.277902703,0.2769716364016226
37,0.478,0.498872537,0.279492854,0.2799848910717026
49,0.4781,0.47861016,0.285705434,0.28395329997626406
49,0.4782,0.550655225,0.284314404,0.28131209218946407
19,0.4783,0.534450977,0.270090454,0.27196116527860803
37,0.4787,0.530826972,0.278900433,0.2788415332185026
37,0.4794,0.620865396,0.27718352,0.2755653312892226
25,0.4801,0.573673454,0.272306792,0.2731989633331065
49,0.4802,0.497424025,0.28541983,0.28335248185346407
25,0.4802,0.547775868,0.272811907,0.2741542096910265
25,0.4805,0.583571641,0.272130142,0.2728526499064665
49,0.4824,0.542370793,0.284632043,0.281796350532504
25,0.4834,0.646440372,0.271021599,0.2706684331041465
25,0.4838,0.572092929,0.272475924,0.2734156192111065
25,0.4842,0.542518729,0.27306345,0.2745187318351065
37,0.4842,0.599205175,0.277782576,0.2765664706043426
37,0.4842,0.588910961,0.277981869,0.2769444741424226
49,0.4845,0.568501956,0.284204777,0.28092684122714406
37,0.4845,0.639032992,0.277022752,0.27511685416410264
13,0.4864,0.47973721,0.268544694,0.27115536452247896
25,0.4865,0.583063138,0.272364635,0.2731285421366265
49,0.4869,0.438551628,0.286810443,0.28580150527130405
25,0.4873,0.56742258,0.272697386,0.27373715942638654
37,0.4878,0.444611422,0.280910262,0.28239748521450264
25,0.489,0.589121427,0.272340952,0.2730132567645465
25,0.4896,0.539861131,0.273317084,0.2748478168336665
37,0.4896,0.511717511,0.279678499,0.2800105156264226
37,0.4899,0.567316336,0.278613352,0.2779817877724226
37,0.4903,0.548533751,0.278991955,0.27868863229362256
37,0.4903,0.607565103,0.277849123,0.2765210010481826
37,0.4908,0.587855601,0.278249415,0.2772661689616226
37,0.4909,0.498872537,0.279975849,0.2805379140717026
37,0.4924,0.586515116,0.278335273,0.2773839835708226
31,0.4933,0.53678294,0.276423492,0.27732861539201176
61,0.4935,0.588214539,0.289976682,0.28322873316091773
37,0.4939,0.571588702,0.278680406,0.2779963864929026
37,0.4951,0.503332811,0.280046753,0.2805541868104226
37,0.4981,0.541662027,0.279417034,0.2792753479989026
37,0.4986,0.505907853,0.280127946,0.28060967626818256
37,0.4991,0.633073964,0.277684763,0.2759615716722626
25,0.4999,0.603056794,0.272479279,0.2729688330883065
37,0.5001,0.618535921,0.278003657,0.2765382786112226
25,0.5006,0.605875222,0.272450924,0.2728953494121465
25,0.5019,0.448435669,0.275547588,0.2787322607983065
25,0.5026,0.61781323,0.27229469,0.2725427257583865
37,0.5029,0.630382439,0.277879148,0.2762233104702626
37,0.5034,0.495025879,0.280518338,0.28121503835346257
19,0.5038,0.605382593,0.269671993,0.27044974133908806
37,0.504,0.545364781,0.279566254,0.2793923158720226
25,0.5044,0.507687364,0.274494094,0.2766637135579065
37,0.5046,0.566181407,0.279185714,0.2786536513653026
49,0.5047,0.527109684,0.285762439,0.28331273945498403
37,0.5059,0.481769632,0.280868579,0.2818089827433026
31,0.5061,0.606684656,0.275549463,0.27531056038049173
61,0.5063,0.555853604,0.291082432,0.2849657626941177
49,0.5074,0.582177451,0.284797433,0.281406400050744
19,0.5076,0.630098874,0.26933577,0.26970506550076806
37,0.5076,0.579645419,0.279037379,0.27828786284466256
25,0.5077,0.48634639,0.275030807,0.2775888251231865
25,0.508,0.495283911,0.274869011,0.2772735003520665
37,0.5081,0.570915892,0.279225101,0.2786298460761026
31,0.5082,0.550141373,0.276722754,0.2774768567322517
49,0.5085,0.617242476,0.284159768,0.28016596933274407
49,0.5086,0.561002199,0.28525231,0.28223539930418406
25,0.5091,0.5840367,0.273191965,0.2740616549399865
37,0.5093,0.6302093,0.278122125,0.2765040361343426
37,0.5097,0.570358404,0.2792958,0.2787189090354626
37,0.5097,0.569451674,0.279313354,0.2787522041610626
37,0.5102,0.576530681,0.279195027,0.27851369802402265
37,0.5109,0.499914505,0.280704506,0.2813570530067426
49,0.5111,0.529728822,0.285951359,0.28349093270762404
49,0.5118,0.495957756,0.286631367,0.28476101525114406
37,0.5122,0.566250439,0.279468933,0.27897692851026257
37,0.5126,0.541608342,0.279960974,0.27989893431210255
61,0.5128,0.504424999,0.292321447,0.28713287606971777
31,0.5133,0.475326429,0.278362104,0.28044269847593173
19,0.5135,0.664498897,0.268890698,0.26869482965620806
25,0.5138,0.573445256,0.273572988,0.27465206176366647
37,0.5141,0.627387859,0.278356467,0.2768134154478626
25,0.5144,0.502887878,0.274961426,0.2772686506838265
49,0.5145,0.516587271,0.286333077,0.28411924846034403
19,0.5147,0.563708272,0.27088691,0.27244730540620804
49,0.5149,0.53136725,0.286061917,0.28359367563146404
25,0.5152,0.55640622,0.273955277,0.2753377531655865
37,0.5163,0.627793045,0.278430994,0.2768928510179426
37,0.5165,0.546407828,0.280014079,0.2798898901861826
37,0.5173,0.527288548,0.280414177,0.2806262461477826
49,0.5173,0.475432464,0.28723466,0.28575048897338406
37,0.5176,0.562867026,0.279736619,0.2793326654356226
49,0.5188,0.588489276,0.28510207,0.281663347836744
37,0.5193,0.606720508,0.278951277,0.2777952445765826
31,0.5199,0.597172145,0.276250315,0.2762514657844118
37,0.5203,0.518695542,0.28069286,0.2810703913281026
49,0.5209,0.520432508,0.286498259,0.284252419357704
43,0.5209,0.599284744,0.282063419,0.27983491727135373
37,0.5211,0.550501066,0.280107066,0.27993678848682263
37,0.5233,0.615058523,0.278939621,0.2776605526657826
25,0.5236,0.60252503,0.273376937,0.2740043784623865
25,0.5237,0.555686621,0.274287461,0.27572857184086647
37,0.5244,0.541662027,0.280401745,0.2804028289989026
25,0.5251,0.608493006,0.273317561,0.2738495393836665
31,0.5252,0.588294266,0.276620628,0.27680467250129176
37,0.5254,0.628242057,0.278763018,0.2772664802973026
49,0.5258,0.567995375,0.285760917,0.282715973881464
25,0.5268,0.569622419,0.274133736,0.2753497463383065
25,0.5277,0.565966863,0.274238204,0.2755225613546265
25,0.5278,0.641290885,0.272783694,0.2727609502667865
37,0.5283,0.645441243,0.278538627,0.2767592491873826
37,0.5284,0.647898245,0.278494804,0.2766733150739426
43,0.5296,0.624797755,0.281895234,0.27927104850743373
37,0.53,0.53726904,0.280696464,0.2808042114815426
19,0.5304,0.643276667,0.269934317,0.270198612941808
37,0.5305,0.570078862,0.280079995,0.2796208698177026
25,0.5318,0.550383544,0.274693403,0.2762705478283065
37,0.5319,0.531233472,0.28088445,0.2811072905385026
49,0.5321,0.474283563,0.287811036,0.28642715261810403
37,0.5323,0.567008569,0.28020683,0.27981077697666257
37,0.5324,0.575901293,0.280038413,0.2794885231513826
37,0.533,0.61701325,0.27926496,0.2780046140903426
37,0.5338,0.561750702,0.280364783,0.2800681508529026
37,0.5338,0.602964394,0.279566896,0.2785547840826626
25,0.5339,0.625806318,0.273311864,0.2735910505670265
37,0.5357,0.581923969,0.280045372,0.2794088414886626
37,0.5358,0.664765974,0.278445316,0.2763711700650626
25,0.5365,0.535468145,0.275158137,0.2770197302795865
25,0.5365,0.45871591,0.276644041,0.2798380723487865
25,0.5376,0.606864013,0.273817116,0.2744452310066265
43,0.5377,0.635417177,0.281992921,0.2792283503315937
13,0.5378,0.636802028,0.26742845,0.26759146240551895
31,0.5383,0.541559852,0.278015878,0.2790823571833717
37,0.5389,0.566316828,0.280467335,0.2801191197061826
25,0.54,0.659826159,0.272881642,0.2726033490055065
25,0.5409,0.539861131,0.275237832,0.2770470478336665
31,0.5412,0.519684436,0.278547961,0.28000994545889174
25,0.5416,0.510612117,0.275830295,0.2781510806277465
37,0.542,0.526974826,0.281345055,0.2816966550196226
25,0.5424,0.63578681,0.273436897,0.2735889619007865
31,0.5426,0.589374136,0.277251204,0.2775109576748917
49,0.5431,0.536231413,0.287023597,0.284623997566104
37,0.5436,0.457540168,0.282749199,0.2843148876613826
31,0.544,0.482999554,0.279363008,0.2814770503259318
25,0.5456,0.560663786,0.275011073,0.2764846633420665
25,0.546,0.475326429,0.276678159,0.2796353990911065
37,0.5461,0.560184698,0.28085563,0.2806529555197826
25,0.547,0.579531344,0.27469822,0.2758518646123065
37,0.5472,0.538888122,0.281309112,0.2814821227905026
37,0.5472,0.513026685,0.281809783,0.2824317547571426
49,0.5474,0.591061436,0.2861231,0.282794980121544
37,0.5476,0.522088863,0.281649319,0.2821161395809826
37,0.5477,0.57761055,0.280578177,0.2800816702343426
19,0.5477,0.573264101,0.27193748,0.273511125365328
25,0.5486,0.578936483,0.274769642,0.2759422999082265
37,0.5489,0.624359764,0.279718053,0.2784164830962626
49,0.5493,0.533631618,0.287306066,0.28498525603850405
49,0.5493,0.488982972,0.288170453,0.28662475431962403
49,0.5496,0.484693814,0.288264722,0.28679511320138407
49,0.5501,0.567216713,0.28668582,0.2837863073501041
37,0.5505,0.602539384,0.280200397,0.2792863194498626
37,0.5509,0.475835033,0.282668338,0.2839560512185826
37,0.551,0.613812015,0.280000882,0.2788938234395426
37,0.5512,0.58765969,0.280514673,0.27986271081354264
37,0.5512,0.552778528,0.281189964,0.2811435470821826
37,0.5513,0.518304459,0.281861117,0.2824137218958626
61,0.5514,0.545802799,0.292965624,0.28726826525371774
37,0.5518,0.590289745,0.280486221,0.27979185719394256
37,0.5523,0.443166689,0.283353207,0.2852156508102626
37,0.5532,0.652056633,0.279342847,0.2775837950665826
37,0.5534,0.467744995,0.282918563,0.2843602924139426
37,0.5538,0.554366324,0.281256572,0.28119670521306256
37,0.5542,0.551629627,0.28132453,0.2813143447269026
37,0.5555,0.648031347,0.279506891,0.2778302045685026
43,0.556,0.648031347,0.282433893,0.27954967900919375
37,0.5563,0.5677683,0.281090717,0.28081175965434263
37,0.5563,0.48040736,0.282782003,0.2840196533711426
37,0.5567,0.532761161,0.281783423,0.2821143697984226
61,0.5568,0.484047354,0.294363378,0.28976742319411775
49,0.5573,0.532400969,0.287629423,0.28537340546978407
37,0.5576,0.477758645,0.282881955,0.2841726451859426
37,0.5584,0.551629627,0.281481785,0.2814943987269026
25,0.5586,0.56847794,0.275346532,0.2767550376071865
49,0.5586,0.498197317,0.288340271,0.28668509457122404
55,0.5588,0.567397313,0.289916346,0.2855317804198036
37,0.5589,0.514559246,0.282218179,0.28287705811722264
49,0.5591,0.468260887,0.288938554,0.287805795280824
49,0.5595,0.419139133,0.289904515,0.28962669408770403
37,0.5602,0.523106409,0.282101382,0.2826189372918626
37,0.5612,0.524839488,0.282105271,0.2825981686309826
37,0.5613,0.502595509,0.282539653,0.2834192545398626
37,0.5617,0.565583257,0.281335203,0.28112349243330265
25,0.5619,0.546125978,0.275902817,0.2777172726518265
37,0.5627,0.65708041,0.279601282,0.2778065869751426
25,0.5628,0.577771853,0.275323858,0.2765938191218265
37,0.5633,0.575901293,0.281195354,0.2808132061513826
49,0.5634,0.498828637,0.288507768,0.28686768850082406
31,0.5635,0.519116507,0.279393901,0.28098680081177174
25,0.5636,0.534486883,0.276191798,0.27821753922022646
37,0.564,0.440967722,0.283833844,0.2857979758785026
49,0.5652,0.483176287,0.288878188,0.28751960879282407
25,0.5653,0.465702903,0.277587089,0.28081616596582654
31,0.5654,0.580916738,0.278268603,0.27879894932945176
31,0.5654,0.57793102,0.278326406,0.2789085848944117
37,0.5661,0.541513714,0.281965926,0.2821959540522626
37,0.5663,0.566181407,0.281495854,0.2812987303653026
37,0.5665,0.452741995,0.283699501,0.2854727995739426
37,0.5666,0.599291907,0.280866075,0.2800957738053026
37,0.5669,0.625122963,0.280377225,0.2791601184289826
37,0.5676,0.660528978,0.279717982,0.27789001855818257
73,0.568,0.519139648,0.299919906,0.29119619784396406
25,0.5683,0.5963416,0.275170281,0.2761477230119865
37,0.5683,0.503233598,0.28278939,0.2836959139117826
19,0.5688,0.633254821,0.27156609,0.27221282312692807
37,0.5688,0.595179889,0.281028054,0.2803410811062626
25,0.5693,0.644704213,0.274271434,0.2744147178626265
37,0.5693,0.542094236,0.2820745,0.2823118212844226
25,0.5697,0.530944828,0.276488764,0.2786091104798265
31,0.5698,0.58040021,0.278443345,0.2790065442376118
61,0.5703,0.553972509,0.293515104,0.28777851650251773
25,0.5704,0.567352257,0.275810134,0.2773022386869465
19,0.5713,0.601430751,0.2722758,0.27348857797732806
49,0.5714,0.455818862,0.289639958,0.28878996743882407
25,0.5715,0.492702433,0.277296522,0.2800905372242265
37,0.5716,0.545920673,0.282086536,0.2822699155177826
37,0.5722,0.616688042,0.280738962,0.2796970597281026
25,0.5723,0.618842142,0.274884442,0.27549298310974646
19,0.5723,0.730511908,0.269814262,0.2687915878922881
37,0.5725,0.545606952,0.282126307,0.28232001835290255
25,0.5728,0.452134818,0.278130575,0.2816359110470265
37,0.5728,0.599113328,0.281101669,0.2803681252261826
25,0.5729,0.60916331,0.275094286,0.27587411182078647
31,0.5733,0.663552711,0.276964579,0.2761032294008917
37,0.5735,0.593947308,0.281227891,0.2805878304805826
37,0.5737,0.52383998,0.28259264,0.2831707455647426
61,0.5737,0.494500736,0.294793764,0.2901080780070777
49,0.5744,0.506713529,0.288766975,0.287049725266584
37,0.5747,0.49426771,0.283202593,0.2842995093191426
19,0.575,0.611545436,0.272218515,0.2732757857441281
49,0.575,0.490625,0.289100909,0.2876662180514641
61,0.5755,0.50569035,0.294644531,0.2897743613809977
61,0.5756,0.530975163,0.294158767,0.28885019004763773
37,0.576,0.513559738,0.282877778,0.2836468370509826
37,0.576,0.529427368,0.282570585,0.28306417767738257
